ID,price_doc
100001,6383980.961499942
100002,6176652.668111398
100003,15687368.489313077
100004,6911254.98627025
100005,7110421.982660258
100006,5296598.582503602
100007,9664025.420828873
100008,7845752.08106838
100009,6377886.829275381
100010,5671790.198844556
100011,8705627.680633985
100012,7671447.561676778
100013,6429351.861722941
100014,5547847.095489331
100015,7993911.8064721525
100016,5651762.326718379
100017,4905129.855853897
100018,6876655.830068963
100019,6813006.460750425
100020,3426769.5497587747
100021,7378499.852428329
100022,5718219.693064381
100023,7344482.901078293
100024,6214948.096881141
100025,7473449.229839122
100026,7577611.9156578705
100027,7346049.482888988
100028,7415770.289368837
100029,5983375.057809598
100030,15194881.606378803
100031,5597536.098845247
100032,8064469.184733899
100033,6220307.998394846
100034,6247116.454420059
100035,7399722.803163856
100036,12611839.134382153
100037,9480577.44516054
100038,3701895.86668375
100039,7025666.392806773
100040,7224603.849172114
100041,6952890.526532122
100042,6509714.025209052
100043,7733182.879385214
100044,6550827.726109334
100045,6203338.347131254
100046,4124606.825541528
100047,5805178.383833643
100048,6966561.612465841
100049,5005973.012427051
100050,5875138.383678261
100051,5624404.663947016
100052,4084710.616748538
100053,5817252.922481918
100054,5411883.489929
100055,6745380.477124873
100056,5747072.151885678
100057,7220013.052047278
100058,5599152.566934113
100059,6569482.833435944
100060,8311692.647509572
100061,6620274.701422087
100062,6362194.244919055
100063,6778266.824380007
100064,5565590.980475283
100065,6049321.806926855
100066,6360896.294480349
100067,5918916.787555176
100068,5797759.604659692
100069,7436460.051189931
100070,8998814.644131003
100071,8658797.930014824
100072,6688352.634473757
100073,7626794.339078715
100074,5291737.1727800425
100075,5780336.4668203965
100076,7956166.0100511825
100077,6591673.697344104
100078,5665708.603146029
100079,5490198.30601886
100080,7769374.004675637
100081,5718219.693064381
100082,4110551.7766831154
100083,8017594.737303204
100084,6267723.0223972285
100085,5086632.721456225
100086,3784254.6025964664
100087,4072761.5293203974
100088,6983637.46544134
100089,7061242.24728051
100090,5655866.701728494
100091,7167560.433147984
100092,9665983.214242533
100093,8326667.049630787
100094,6420808.852862899
100095,7367124.768987587
100096,7509493.809552651
100097,9459622.451078257
100098,10383713.41680944
100099,7191239.541663306
100100,4195757.458624676
100101,6670513.118497829
100102,6636818.222760304
100103,5550711.210925028
100104,7209697.033686744
100105,6495093.840465062
100106,6697054.413192923
100107,6614416.9985298235
100108,6150138.441023993
100109,7190520.701309318
100110,6967538.673771248
100111,5799928.587193182
100112,7214392.525729148
100113,8592618.296400573
100114,7822899.66910215
100115,5911728.241112982
100116,6118702.629299435
100117,4553251.507195516
100118,7573674.386598644
100119,5814778.054430855
100120,5199770.956581158
100121,5698007.21772717
100122,8686428.40907894
100123,7039453.396109168
100124,6048419.008726345
100125,13789354.603373168
100126,6025971.633803829
100127,5994245.696632229
100128,6002982.257890376
100129,7433389.642829508
100130,5392917.7068018
100131,5478744.724870623
100132,7025411.94556636
100133,6143856.403676568
100134,14893994.921091245
100135,8089075.603708759
100136,7345174.962736578
100137,6318159.724237308
100138,6193177.43278292
100139,5507822.057130361
100140,8780054.811105473
100141,6812673.8428516975
100142,5504474.516525804
100143,5692297.559586415
100144,9976870.683173118
100145,14562916.298131498
100146,6888671.464912655
100147,19506199.596236505
100148,7560860.838862336
100149,8282955.805651139
100150,7418697.17753893
100151,5801554.492286281
100152,5290341.998826077
100153,6330299.009701203
100154,7414458.626351688
100155,6972025.013726225
100156,6046417.220161982
100157,6981347.431208937
100158,5589838.301003549
100159,4817531.398171096
100160,6630215.581407567
100161,4957859.7510843435
100162,6314194.519012333
100163,6828644.049254037
100164,8839840.71218347
100165,6542959.14000364
100166,6985638.791753256
100167,10275845.858779743
100168,5386169.383980487
100169,7079602.7114658
100170,6198767.821791984
100171,8529436.549714796
100172,5749154.667735736
100173,5139904.880440638
100174,5770679.9154771855
100175,7180182.95612326
100176,6652469.515338763
100177,6471164.526035988
100178,5407987.74394683
100179,6338361.123455386
100180,6597190.634298784
100181,6532477.510958694
100182,7665987.504202758
100183,7288574.170753907
100184,9774151.325398592
100185,7224603.849172114
100186,5713986.009520679
100187,5253307.506033197
100188,6776784.173741148
100189,7676044.527603965
100190,8200650.364530042
100191,5742609.244541337
100192,4957147.840891195
100193,9584691.146080012
100194,7349097.624448433
100195,6165451.361694355
100196,8751601.308037763
100197,5762758.980380313
100198,6611578.919470855
100199,5086632.721456225
100200,5339690.380849526
100201,7267694.525943887
100202,9474997.878979558
100203,12056585.643218994
100204,4913402.470740646
100205,6275266.33477296
100206,6934777.790860407
100207,6702609.489114284
100208,6284431.399270652
100209,7729198.747825514
100210,6450107.09836541
100211,6195740.650473344
100212,9566326.595500218
100213,8626064.244539933
100214,6415944.386525717
100215,9253247.858729536
100216,9722050.681703607
100217,7261053.7641962245
100218,6976849.4082971625
100219,7714261.162170234
100220,8812523.490010688
100221,3921679.3622812927
100222,6196130.19306775
100223,6189143.11068089
100224,7582873.098114512
100225,7507625.9980220655
100226,10977976.01894121
100227,7036941.306428008
100228,5314934.13113619
100229,5577726.6160835605
100230,4922202.86659251
100231,10553703.39732847
100232,7781785.513818631
100233,6493346.221567705
100234,6336663.298319413
100235,4503977.171386304
100236,6321655.718579374
100237,5486062.511345261
100238,7120284.905543624
100239,6730208.451749795
100240,7231818.463147083
100241,9495703.779330313
100242,5930130.396368451
100243,7272244.330209989
100244,11139605.753307186
100245,6853071.211724131
100246,7557257.480649872
100247,4597437.846759988
100248,7814683.644478294
100249,8480694.12659845
100250,4517852.702830675
100251,5456852.91554221
100252,6410234.243431488
100253,6465817.352361835
100254,5849110.522629804
100255,6956314.222210888
100256,8276768.358244353
100257,9667351.919672392
100258,5727029.450178518
100259,5728794.52397534
100260,7210076.993475227
100261,6959844.725380486
100262,6323416.811161728
100263,9230586.710724382
100264,5763568.944299278
100265,6034671.80105041
100266,5478851.430647967
100267,7002907.916477948
100268,9820016.800648982
100269,7429039.860333801
100270,7331255.426733365
100271,7444947.313439741
100272,5924875.620404889
100273,6449008.072863184
100274,5797794.440961847
100275,5487343.896718437
100276,5679169.94230409
100277,6437744.787414708
100278,5806271.571682304
100279,7101210.757133281
100280,7236668.854369072
100281,4013135.201786961
100282,7265195.098721983
100283,10019640.496422848
100284,6296259.605785001
100285,7439065.040626071
100286,14254115.63291819
100287,6319096.845176984
100288,7592947.630721929
100289,5781891.783194246
100290,7454765.020122011
100291,3660164.8650697377
100292,9119444.44208633
100293,5971444.401579605
100294,5648318.661260375
100295,7693746.093271446
100296,10457660.640101338
100297,7509275.815921999
100298,8080968.247355827
100299,6145996.976457541
100300,5804847.133615635
100301,6799172.164030937
100302,7292927.5299603185
100303,7364822.6950932285
100304,6742228.596384606
100305,4195757.458624676
100306,7278490.754204401
100307,8015256.992757398
100308,5903932.941537861
100309,6792322.0953802345
100310,9301505.626607602
100311,6321833.725506923
100312,6422979.459016287
100313,5902320.43294758
100314,6018196.26743466
100315,5320621.70301581
100316,7360448.919216295
100317,5816941.947218409
100318,5957718.290979905
100319,6040829.167176005
100320,5647596.529400214
100321,7339173.506314971
100322,8008653.329313492
100323,9452951.437400794
100324,9445336.689024432
100325,7295356.058185953
100326,6823854.267562012
100327,4284340.50482636
100328,7029289.63253898
100329,5753909.96604376
100330,6085845.68013872
100331,6281506.396293819
100332,5759637.699563975
100333,5912529.911943113
100334,6596394.908891692
100335,6503964.578528396
100336,8241677.721777268
100337,6936167.33400511
100338,7132541.144508566
100339,5694117.494186271
100340,7286796.394885955
100341,6833612.946122255
100342,5509786.7681497885
100343,7810746.784435296
100344,5517371.720958373
100345,5924875.620404889
100346,5395443.559640061
100347,4817320.825109968
100348,4274411.059438635
100349,5940322.560935692
100350,5079410.164950421
100351,4926713.619977978
100352,5896686.674311184
100353,10549045.510056486
100354,7434844.302269317
100355,9904156.802125394
100356,5687479.996824163
100357,5067077.177090177
100358,6509312.585935229
100359,5165150.669367372
100360,6604488.24012713
100361,7167883.379142405
100362,7013157.938324906
100363,8795865.228135493
100364,6459313.252354132
100365,5666285.580211346
100366,4071961.3876862396
100367,4172103.6500081634
100368,5936732.301865901
100369,7208889.386394177
100370,5651762.326718379
100371,4013325.6326069655
100372,6174135.761080678
100373,8773947.734737145
100374,7188637.708744834
100375,5180007.593288955
100376,6818464.698257369
100377,5982891.882506713
100378,6203905.181829179
100379,11027836.594960002
100380,6279786.378143084
100381,5246349.420246575
100382,5456852.91554221
100383,6364654.243932687
100384,9749236.596970918
100385,4703284.490544088
100386,7538132.8075053925
100387,4703284.490544088
100388,3906690.5688806674
100389,5456852.91554221
100390,8697614.7078899
100391,4443927.261910062
100392,6196551.346135647
100393,5700148.927245207
100394,5677424.379558369
100395,5377239.0266060885
100396,5456852.91554221
100397,5052088.383689552
100398,5678111.306771641
100399,10232114.670680573
100400,5026076.6122654285
100401,6867413.114338828
100402,2844637.389937409
100403,6724039.588634541
100404,4605120.424077498
100405,7099916.734420177
100406,5558631.107813965
100407,8536154.535117758
100408,6640815.480172255
100409,6323903.956232525
100410,6465191.5258676885
100411,4281095.524959632
100412,5804481.155253954
100413,5456852.91554221
100414,4971145.287913459
100415,7331771.85701389
100416,8535115.920504408
100417,8346308.8252095245
100418,8536154.535117758
100419,7108935.129670805
100420,5174754.643583036
100421,5911892.92352157
100422,9819189.367573058
100423,4840042.637940528
100424,6775057.283399438
100425,10699314.922675824
100426,4795450.544485142
100427,4854256.752406443
100428,4854256.752406443
100429,6405802.77978271
100430,4795450.544485142
100431,5885392.906498592
100432,4817531.398171096
100433,4561149.883279431
100434,4443927.261910062
100435,6956595.278880182
100436,3486115.684404423
100437,6800477.6613222435
100438,4751480.003687075
100439,4007993.7758573163
100440,5558631.107813965
100441,7616556.396176923
100442,4613978.632194684
100443,4659313.949746021
100444,5560254.197093413
100445,5456852.91554221
100446,5246349.420246575
100447,5437638.629141242
100448,9287590.130829236
100449,6204713.604490554
100450,5678111.306771641
100451,4097560.439206029
100452,4795450.544485142
100453,4605120.424077498
100454,5383952.329169133
100455,4670388.353791369
100456,4097560.439206029
100457,6000557.264744632
100458,5444153.2267628005
100459,6255134.133706833
100460,9160433.676333945
100461,6959339.862517682
100462,6633232.544030341
100463,5243657.479190013
100464,5528342.417367648
100465,5527216.960349599
100466,6450107.09836541
100467,5528342.417367648
100468,5128062.022837221
100469,4375027.640874094
100470,5426564.225095894
100471,5437638.629141242
100472,4605120.424077498
100473,5605954.775179691
100474,5165150.669367372
100475,5052088.383689552
100476,5376606.12164316
100477,5587407.518545235
100478,4778476.86621869
100479,5528342.417367648
100480,5165748.106216306
100481,8536154.535117758
100482,6783479.015102291
100483,7987413.071830351
100484,5678111.306771641
100485,6996854.9908965975
100486,5067077.177090177
100487,4703284.490544088
100488,8157705.850584749
100489,3539903.8124264614
100490,3394247.1679946613
100491,5678111.306771641
100492,4042777.6555348374
100493,4703284.490544088
100494,7019566.249474615
100495,5383952.329169133
100496,4427369.184292326
100497,4148492.6856350917
100498,4863114.960523629
100499,4347721.711903428
100500,7175395.374580816
100501,5664800.474390095
100502,4605120.424077498
100503,5426564.225095894
100504,5462406.8740196265
100505,5426564.225095894
100506,7390436.511298713
100507,5426564.225095894
100508,4826577.0143812345
100509,5528342.417367648
100510,8256453.630544271
100511,5456852.91554221
100512,5497297.6952609075
100513,6296986.3175549675
100514,7588837.643092432
100515,4795450.544485142
100516,5573364.493285577
100517,5077953.149054641
100518,4795450.544485142
100519,5376606.12164316
100520,5575604.786080417
100521,5174754.643583036
100522,4042777.6555348374
100523,4703284.490544088
100524,7912942.257349413
100525,5575604.786080417
100526,3945970.465712741
100527,5622725.566094472
100528,7202497.99993317
100529,4443927.261910062
100530,6460598.246301246
100531,5444153.2267628005
100532,5172599.163303491
100533,4934687.234592641
100534,4751480.003687075
100535,6183641.344351583
100536,5361036.256177873
100537,4971145.287913459
100538,6784515.536016646
100539,4375318.963641162
100540,8464504.253475051
100541,5889232.904299751
100542,6619951.013564287
100543,4243615.247215325
100544,4605120.424077498
100545,4208466.636673932
100546,10151238.916182764
100547,9914884.439517697
100548,4659313.949746021
100549,5528342.417367648
100550,5067077.177090177
100551,4997327.109875706
100552,3539903.8124264614
100553,4695276.058641963
100554,5227005.975480668
100555,5953562.226989314
100556,5456852.91554221
100557,9622945.80684603
100558,10182734.451677406
100559,3925962.0743667632
100560,4208466.636673932
100561,7017046.10323741
100562,5014300.788142159
100563,5337632.26644016
100564,5190706.910332761
100565,5528342.417367648
100566,5678111.306771641
100567,5157780.965316583
100568,5188617.80257633
100569,5437638.629141242
100570,4956250.217779461
100571,5428336.054666566
100572,4605120.424077498
100573,5065156.399714625
100574,5528342.417367648
100575,5199217.909129588
100576,7643019.877904216
100577,5496479.020209109
100578,5678111.306771641
100579,5353530.442885299
100580,5052088.383689552
100581,6148052.202930675
100582,5226390.655472667
100583,5587407.518545235
100584,5426564.225095894
100585,3992752.705806785
100586,5428336.054666566
100587,6186411.933993329
100588,5326557.862394812
100589,5841896.347341279
100590,4243615.247215325
100591,5131754.415486887
100592,4795450.544485142
100593,11413500.591860913
100594,4840042.637940528
100595,5271276.748449796
100596,5326557.862394812
100597,4703284.490544088
100598,5744950.185851224
100599,10148745.830806704
100600,4007993.7758573163
100601,7178260.181125313
100602,5067077.177090177
100603,8078234.818434107
100604,5103284.839401362
100605,5767013.444792415
100606,7807651.207269815
100607,5040339.79955429
100608,4751480.003687075
100609,5389613.30464117
100610,9040748.572492672
100611,6773408.4587347405
100612,5437638.629141242
100613,5808014.405783663
100614,8697614.7078899
100615,5182099.460604101
100616,5077889.459364837
100617,7681265.74111946
100618,5326557.862394812
100619,4061209.3385539656
100620,6265136.287507702
100621,3394247.1679946613
100622,7096741.310017539
100623,7895497.1707286555
100624,6800409.881524022
100625,5494640.514871432
100626,6624317.98684212
100627,8205797.224044691
100628,5528342.417367648
100629,5426564.225095894
100630,5426564.225095894
100631,7847405.797268714
100632,8256645.006835313
100633,4751480.003687075
100634,5130716.893177623
100635,5010662.097334182
100636,5052088.383689552
100637,10545419.07881774
100638,5444153.2267628005
100639,4097560.439206029
100640,4208466.636673932
100641,6439042.867280547
100642,5029287.984797998
100643,5437638.629141242
100644,5710167.994181465
100645,7150050.669094199
100646,5022317.656356723
100647,5839515.941820238
100648,7725269.766369461
100649,5383952.329169133
100650,4098885.2560574356
100651,5613007.654005706
100652,5456852.91554221
100653,5069385.949195914
100654,6413304.070122767
100655,5326557.862394812
100656,5462406.8740196265
100657,3992752.705806785
100658,5528342.417367648
100659,5174754.643583036
100660,4703284.490544088
100661,5428336.054666566
100662,5199217.909129588
100663,5067854.6881907955
100664,4795450.544485142
100665,5326557.862394812
100666,10482687.163704678
100667,5199217.909129588
100668,6256174.547377325
100669,5052088.383689552
100670,4796969.429654778
100671,5326557.862394812
100672,8736237.278464504
100673,5629870.378882787
100674,5426564.225095894
100675,5587407.518545235
100676,4830477.233353376
100677,5467927.3195875585
100678,4233117.852312326
100679,5467927.3195875585
100680,4703284.490544088
100681,7434857.817071165
100682,13106361.629707485
100683,4703284.490544088
100684,4714358.894589436
100685,5052088.383689552
100686,4561149.883279431
100687,5326557.862394812
100688,5528342.417367648
100689,5349112.4259656435
100690,5326557.862394812
100691,4393606.268574747
100692,4054857.370896621
100693,4607527.55984561
100694,5437638.629141242
100695,4659313.949746021
100696,5587407.518545235
100697,4942454.369782014
100698,5326557.862394812
100699,5077889.459364837
100700,5174754.643583036
100701,4894634.163678402
100702,6362678.302000722
100703,6670447.108032126
100704,6181886.424836999
100705,5391408.73893116
100706,7065183.954264888
100707,5803967.807058287
100708,9118377.41592513
100709,5111025.358293526
100710,5629496.62703349
100711,5383952.329169133
100712,6803902.709590015
100713,5847603.045011943
100714,5528342.417367648
100715,4703284.490544088
100716,5981544.961119531
100717,4746730.01144833
100718,6934911.74015584
100719,5080915.740445641
100720,5462406.8740196265
100721,5733206.937652085
100722,5426564.225095894
100723,3394247.1679946613
100724,5052088.383689552
100725,5052088.383689552
100726,6531443.572475526
100727,4007993.7758573163
100728,4098885.2560574356
100729,5117488.726709986
100730,5383952.329169133
100731,4734482.633951212
100732,3708408.795286365
100733,5580223.564438324
100734,4703284.490544088
100735,9031320.799490578
100736,5993316.29137266
100737,4398775.565877584
100738,8517938.025715098
100739,8754308.862991888
100740,4943119.527968112
100741,4233117.852312326
100742,6338979.069801362
100743,4443927.261910062
100744,3883182.1511364174
100745,7379379.534798206
100746,7399844.438937969
100747,5528342.417367648
100748,4058615.8201285712
100749,7346596.919671767
100750,5387344.621331452
100751,5076358.672093355
100752,5585945.253515878
100753,5462406.8740196265
100754,3924053.088557207
100755,5383952.329169133
100756,6863024.5668735625
100757,4406879.005549157
100758,6072964.416918877
100759,17448767.04197781
100760,5054783.054610817
100761,5818056.713631112
100762,6225344.51439373
100763,5103284.839401362
100764,8792746.53092763
100765,4605787.693085887
100766,5067077.177090177
100767,4301763.559760776
100768,4132409.3291332643
100769,4561149.883279431
100770,4033514.8235371206
100771,4751480.003687075
100772,5331618.5155368745
100773,7416526.150054703
100774,4751480.003687075
100775,4956250.217779461
100776,7919220.416846254
100777,4681096.311255736
100778,4703284.490544088
100779,3852478.364400061
100780,5161535.8252165
100781,5383952.329169133
100782,5437638.629141242
100783,5627639.701629438
100784,5558631.107813965
100785,6037405.625809623
100786,4009932.041753483
100787,6487738.744009346
100788,6407564.603838229
100789,5693627.684214807
100790,13534720.346274525
100791,6168660.765925952
100792,6173776.970359206
100793,5811851.559521657
100794,4931525.390380764
100795,6372308.795008514
100796,5462406.8740196265
100797,6835186.493553573
100798,4659313.949746021
100799,8015256.992757398
100800,6297184.650412063
100801,7155570.356429706
100802,8703543.661002731
100803,5426564.225095894
100804,7365925.171066686
100805,7196671.1804283345
100806,10907805.070209403
100807,5587407.518545235
100808,7486955.346902052
100809,5693899.472256263
100810,10574561.00502836
100811,4703284.490544088
100812,6380785.533242711
100813,7544483.589321111
100814,5039291.334623176
100815,5039291.334623176
100816,5383952.329169133
100817,4586130.745049822
100818,5426564.225095894
100819,5678111.306771641
100820,3336831.147631674
100821,4071961.3876862396
100822,6399203.406366342
100823,7115764.443209753
100824,4009932.041753483
100825,6516441.269465815
100826,5528342.417367648
100827,4703284.490544088
100828,5283943.5520779
100829,5157911.197683466
100830,4339311.419377415
100831,13537026.004026845
100832,4071961.3876862396
100833,6682618.801331573
100834,5528342.417367648
100835,5585222.090604816
100836,4233117.852312326
100837,16057182.856105534
100838,8359483.527099198
100839,6017750.764580551
100840,5174754.643583036
100841,5528342.417367648
100842,6958728.739548773
100843,8132688.043038039
100844,4795450.544485142
100845,8753480.298964908
100846,7155067.395085803
100847,6956314.222210888
100848,6661376.39804718
100849,5528342.417367648
100850,5426564.225095894
100851,5288558.6139073325
100852,4395600.627141297
100853,5528342.417367648
100854,8034428.27403347
100855,5040339.79955429
100856,4751480.003687075
100857,4227175.124255855
100858,5426564.225095894
100859,6235101.713212408
100860,5528342.417367648
100861,5426564.225095894
100862,6593959.988736242
100863,3826061.124653919
100864,7869556.123151687
100865,4613978.632194684
100866,4778476.86621869
100867,7714578.028586028
100868,5591062.899717301
100869,6255239.42311413
100870,14445656.646642864
100871,5426564.225095894
100872,7291114.587344698
100873,4208466.636673932
100874,4320840.549690676
100875,7501101.498640345
100876,6121766.456820009
100877,5628865.099839537
100878,4795450.544485142
100879,5426564.225095894
100880,5587407.518545235
100881,5528342.417367648
100882,4894634.163678402
100883,7540347.372548335
100884,5426564.225095894
100885,4008329.992634133
100886,13397721.526526397
100887,6400543.455318524
100888,5431191.837776063
100889,5965222.693643365
100890,4191422.970982963
100891,5528342.417367648
100892,6487738.744009346
100893,6275566.369002435
100894,5606170.1773425825
100895,5982125.460254954
100896,5067077.177090177
100897,5462406.8740196265
100898,11413500.591860913
100899,8369738.755784945
100900,4956250.217779461
100901,5528342.417367648
100902,4922146.619994866
100903,7127745.342105658
100904,5456852.91554221
100905,4723170.757870611
100906,6934587.507538698
100907,6323507.913103292
100908,6947307.313446596
100909,4956250.217779461
100910,6975604.593872909
100911,7002170.961241681
100912,5174754.643583036
100913,5103284.839401362
100914,4894634.163678402
100915,5575604.786080417
100916,5376606.12164316
100917,7919220.416846254
100918,5426564.225095894
100919,4796969.429654778
100920,5201534.145815954
100921,8173273.849515555
100922,5528342.417367648
100923,7223369.334080108
100924,4224122.111955242
100925,6317646.200422137
100926,5264833.437846669
100927,5462406.8740196265
100928,6192049.973416208
100929,5467927.3195875585
100930,5428336.054666566
100931,4996583.74195834
100932,4795450.544485142
100933,5303949.002509834
100934,8273234.194327957
100935,8038568.036993501
100936,6296259.605785001
100937,5301688.432727905
100938,4375318.963641162
100939,6751761.309122179
100940,5611419.6548065385
100941,6145545.317007331
100942,5426564.225095894
100943,4915413.011302846
100944,6543778.352453323
100945,5376606.12164316
100946,4339311.419377415
100947,4723170.757870611
100948,5678111.306771641
100949,5528342.417367648
100950,12847293.586625133
100951,6108418.826247217
100952,5268592.750793246
100953,4443927.261910062
100954,5733585.876994093
100955,5383952.329169133
100956,4796969.429654778
100957,5462406.8740196265
100958,5528342.417367648
100959,6562970.509524568
100960,6358232.936004683
100961,5383952.329169133
100962,7377461.055665541
100963,5426564.225095894
100964,5678111.306771641
100965,5357404.797307545
100966,5575604.786080417
100967,4956250.217779461
100968,4795450.544485142
100969,5520649.877162279
100970,5587407.518545235
100971,5174754.643583036
100972,5587407.518545235
100973,5587407.518545235
100974,5246349.420246575
100975,4751480.003687075
100976,6212839.624915428
100977,5496479.020209109
100978,3539903.8124264614
100979,5437638.629141242
100980,5678111.306771641
100981,6518892.051240014
100982,6875886.305115185
100983,5052088.383689552
100984,5426564.225095894
100985,5496479.020209109
100986,5587407.518545235
100987,4443927.261910062
100988,4233117.852312326
100989,5428336.054666566
100990,5496479.020209109
100991,5067077.177090177
100992,5587407.518545235
100993,6312257.878912891
100994,4462398.131596802
100995,6957695.712787843
100996,5165748.106216306
100997,4607527.55984561
100998,3698282.1849562703
100999,9330590.50260073
101000,8002751.767176458
101001,7483692.433069395
101002,4548168.910027521
101003,5376606.12164316
101004,4548168.910027521
101005,4751480.003687075
101006,5882611.749738203
101007,5400555.409909091
101008,5558631.107813965
101009,6471000.639457591
101010,5575604.786080417
101011,5587407.518545235
101012,6317646.200422137
101013,5660118.462776636
101014,4548168.910027521
101015,7876441.5635056645
101016,7023895.199011534
101017,11319521.893173601
101018,6804136.994294757
101019,5376606.12164316
101020,7641548.294698255
101021,6408208.154102631
